gene_id,vespula_Diseased_1,vespula_Diseased_2,vespula_Diseased_3,vespula_Healthy_1,vespula_Healthy_2,vespula_Healthy_3
FUN_000696,303,218,321,258,358,38
FUN_015138,0,0,2,0,0,0
FUN_005059,16,31,30,24,27,48
FUN_013628,0,0,0,0,0,0
FUN_010419,0,0,0,5,0,0
FUN_005504,801,715,803,1790,1360,207
FUN_013347,0,0,0,0,0,0
FUN_015726,0,0,0,2,0,2
FUN_005548,396,506,784,364,516,88
FUN_005505,0,0,0,0,3,3
FUN_015725,0,0,0,0,0,0
FUN_004590,28,25,31,107,71,74
FUN_010932,1421,1008,1108,960,929,48
FUN_009155,966,888,1244,1339,1101,98
FUN_015723,0,0,0,0,0,0
FUN_005508,897,992,1356,1361,1269,1655
FUN_015722,0,0,0,0,0,0
FUN_007063,693,511,808,795,1135,403
FUN_002542,0,0,0,0,0,0
FUN_002541,0,0,0,0,0,0
FUN_005509,397,416,632,380,592,109
FUN_007067,97,61,113,68,119,9
FUN_010937,7,0,4,0,0,0
FUN_007065,0,0,0,0,0,4
FUN_007064,0,0,0,2,0,2
FUN_011819,0,0,0,0,0,0
FUN_002549,10,8,12,25,25,35
FUN_002548,318,310,475,583,1081,60
FUN_004591,163,172,348,674,269,28
FUN_011818,1,0,0,0,0,0
FUN_012230,0,0,0,0,0,0
FUN_012231,0,0,0,0,0,0
FUN_012232,0,0,0,0,0,0
FUN_012233,0,0,0,0,0,0
FUN_012234,0,0,0,0,0,0
FUN_012235,0,0,0,0,0,0
FUN_012236,0,0,0,0,0,0
FUN_012237,0,0,0,0,0,0
FUN_012238,0,0,0,0,0,0
FUN_012239,0,0,0,0,0,0
FUN_009658,770,1604,979,2798,2640,108
FUN_013017,207,198,216,200,245,2
FUN_013016,113,205,157,300,302,9
FUN_013015,1034,1531,868,892,476,29
FUN_001938,0,0,0,0,0,0
FUN_013545,8,0,7,15,3,0
FUN_015919,65,66,131,103,122,7
FUN_013547,947,1035,1315,1476,1151,412
FUN_013010,33,18,9,20,18,4
FUN_013549,502,416,704,446,461,97
FUN_015915,0,0,0,0,0,0
FUN_001931,2006,1941,702,869,65,178
FUN_015917,3,0,1,1,0,0
FUN_001937,2,0,1,0,0,0
FUN_015911,0,0,0,0,0,0
FUN_015912,0,0,0,1,0,0
FUN_015913,0,0,9,9,15,4
FUN_004134,26,2,11,7,10,0
FUN_002119,701,1202,1235,737,1083,574
FUN_010884,862,1490,2558,2204,1087,76
FUN_010351,0,0,0,0,0,0
FUN_004914,1,0,0,0,0,1
FUN_004501,584,588,680,464,527,11
FUN_013343,595,664,783,833,651,28
FUN_006828,166,59,118,87,61,4
FUN_006829,6,0,0,9,11,0
FUN_004136,130,119,114,121,116,9
FUN_009630,0,0,0,2,3,0
FUN_002151,1854,1842,2244,2215,2138,856
FUN_009632,14,5,11,4,10,0
FUN_002153,46,73,59,81,92,41
FUN_007474,0,0,0,0,2,0
FUN_009635,0,0,0,0,0,0
FUN_007476,685,379,633,675,677,75
FUN_002157,2571,2363,2684,2373,1450,79
FUN_002158,1,0,4,0,0,0
FUN_009639,0,0,0,0,0,0
FUN_012301,261,195,273,728,441,11
FUN_012294,257,318,299,266,237,20
FUN_002882,1175,1445,1558,1157,1161,109
FUN_012498,4,0,5,0,2,0
FUN_012302,83,96,79,225,89,4
FUN_002883,308,252,279,212,335,30
FUN_012494,0,0,0,0,0,2
FUN_012495,482,240,552,647,449,6
FUN_012496,1381,1040,1654,1290,1280,471
FUN_006399,50,17,15,18,26,0
FUN_012490,0,0,0,0,0,0
FUN_012491,50,35,25,308,73,0
FUN_012492,0,0,0,0,0,0
FUN_012493,0,0,0,0,7,0
FUN_006396,69,35,54,41,58,7
FUN_002881,145,158,107,239,395,68
FUN_006821,0,0,0,0,0,2
FUN_004453,0,0,0,0,0,0
FUN_013341,534,593,506,829,477,98
FUN_006822,6,9,15,5,15,0
FUN_005542,478,246,450,491,562,75
FUN_002887,449,255,386,346,424,17
FUN_009317,50,52,73,27,42,0
FUN_006395,31,28,36,45,28,0
FUN_005188,333,230,298,361,418,12
FUN_007400,337,474,350,502,303,265
FUN_006392,1148,876,1474,1313,1412,58
FUN_006562,83,55,80,81,64,143
FUN_002123,86,80,66,85,119,12
FUN_006825,4,0,2,0,0,0
FUN_010896,254,434,641,574,568,61
FUN_010897,86,87,130,84,48,29
FUN_010894,1089,847,1326,1026,1081,22
FUN_002122,175,149,218,147,192,24
FUN_010892,0,0,0,0,0,0
FUN_010893,11,0,0,11,0,0
FUN_013736,0,0,0,0,0,0
FUN_010891,0,0,0,0,0,0
FUN_013340,243,187,240,225,236,129
FUN_007405,0,0,0,0,0,0
FUN_006391,4660,7445,7830,9117,8218,12431
FUN_002888,25,32,21,51,56,11
FUN_010898,995,1460,1163,834,586,461
FUN_002124,89,126,145,117,97,15
FUN_017206,0,0,0,0,0,0
FUN_017207,31,16,20,100,100,18
FUN_017204,0,0,0,0,2,0
FUN_017205,0,0,0,5,3,9
FUN_011911,150,207,204,173,139,12
FUN_017203,485,581,454,581,155,0
FUN_017200,279,217,186,237,99,11
FUN_017201,5301,4184,7365,2076,2365,84
FUN_006569,213,176,260,270,333,25
FUN_007406,32,80,29,122,113,8
FUN_017208,1662,1514,1762,2605,1930,409
FUN_017209,1156,1086,1115,1111,998,117
FUN_004879,807,909,1037,1285,734,55
FUN_004878,2,0,0,8,7,0
FUN_016074,463,362,470,488,431,90
FUN_016075,236,344,247,606,424,10
FUN_016072,25,28,22,116,64,10
FUN_016073,259,31,137,51,75,0
FUN_016070,1192,754,932,1216,796,66
FUN_009648,2,0,0,1,0,0
FUN_004871,10,3,14,6,12,0
FUN_004870,0,0,0,0,0,0
FUN_003393,1,0,2,0,4,3
FUN_009233,7,3,5,15,8,0
FUN_003395,0,0,6,2,7,0
FUN_004874,3,2,0,0,0,0
FUN_016078,1643,1893,3239,2065,2223,731
FUN_004876,0,0,0,2,0,0
FUN_007904,88,53,93,172,115,24
FUN_009098,0,0,0,0,0,0
FUN_009099,0,0,0,0,0,0
FUN_010098,700,263,307,368,421,390
FUN_010099,272,100,82,62,101,25
FUN_010096,272,255,299,368,314,223
FUN_009095,0,0,0,0,0,0
FUN_010094,4,3,8,12,5,0
FUN_009097,0,0,0,0,0,0
FUN_009090,0,0,0,0,0,0
FUN_010093,1735,1635,1765,1503,981,66
FUN_010090,843,558,873,500,548,32
FUN_010091,296,151,249,188,237,63
FUN_013734,0,0,0,0,0,0
FUN_007907,0,3,0,0,3,50
FUN_012829,0,0,0,0,0,0
FUN_012828,0,0,0,0,0,0
FUN_012825,0,0,0,0,0,0
FUN_007900,218,485,412,331,221,20
FUN_012827,0,0,0,0,0,0
FUN_012826,0,0,0,0,0,0
FUN_012821,0,0,0,0,0,0
FUN_012820,0,0,0,0,0,0
FUN_012823,0,0,0,0,0,0
FUN_012822,0,0,0,0,0,0
FUN_006701,207,211,138,74,176,13
FUN_006700,307,207,272,1123,1432,114
FUN_008943,1927,1873,2072,3336,1418,101
FUN_008942,2250,2559,3506,4512,3474,345
FUN_008945,0,0,0,0,0,0
FUN_006704,0,11,8,7,4,0
FUN_006707,311,236,221,288,424,17
FUN_006706,2827,4745,3346,3314,1946,185
FUN_008949,0,0,0,0,0,0
FUN_008948,0,0,0,0,0,4
FUN_007903,1917,2008,1054,3739,2684,1266
FUN_013735,11,0,0,0,0,0
FUN_005150,1428,1843,811,1421,1120,121
FUN_004545,0,0,0,0,0,0
FUN_009894,4597,5958,6407,4579,3531,181
FUN_002847,151,167,124,239,134,7
FUN_002844,66,92,93,158,86,8
FUN_002845,292,294,288,229,226,33
FUN_002842,6529,13174,8214,17043,15279,406
FUN_009891,909,710,913,733,1089,20
FUN_009892,463,528,382,489,377,11
FUN_002841,471,494,619,902,870,417
FUN_009898,14999,15497,61025,89503,155818,259
FUN_009899,192,171,254,258,283,85
FUN_002848,229,234,339,316,506,1030
FUN_002849,878,1107,1176,1524,2012,148
FUN_005153,0,0,0,0,0,0
FUN_004012,323,232,373,487,540,52
FUN_004630,0,0,0,0,0,0
FUN_013261,0,0,0,0,0,0
FUN_013880,10,15,28,136,27,4
FUN_014361,2503,2623,3075,2036,2686,125
FUN_004857,292,221,252,257,600,239
FUN_013882,32,19,18,124,43,2
FUN_013883,625,597,1050,707,840,222
FUN_004369,128,104,131,86,140,19
FUN_014364,53,65,62,46,27,221
FUN_014365,156,110,169,271,270,176
FUN_009721,0,0,0,0,0,0
FUN_013886,224,279,291,199,144,34
FUN_013730,0,0,0,0,0,0
FUN_014367,109,85,82,374,137,15
FUN_011859,0,0,0,2,4,0
FUN_011858,0,8,4,4,23,2
FUN_011329,0,0,0,0,1,1
FUN_014369,0,0,2,9,5,0
FUN_013263,0,0,0,0,0,0
FUN_011326,0,0,0,0,0,0
FUN_011325,0,0,0,0,0,0
FUN_011324,0,0,0,0,0,0
FUN_011855,0,0,0,0,0,0
FUN_011322,0,0,0,0,0,0
FUN_011857,11,3,10,6,12,17
FUN_011320,0,0,0,0,0,0
FUN_003659,45226,48195,56189,58078,36158,1047
FUN_013349,0,0,0,0,0,0
FUN_004419,1389,1116,1290,887,1069,1137
FUN_004418,1139,908,1168,1407,992,118
FUN_013264,0,2,0,0,0,0
FUN_004413,5,3,7,0,3,0
FUN_004412,48,40,36,29,34,19
FUN_004411,246,234,135,463,456,144
FUN_004410,0,0,0,0,0,0
FUN_004417,304,212,176,284,90,17
FUN_004416,0,2,0,0,0,5
FUN_004415,365,238,277,295,315,35
FUN_004414,57,23,79,69,53,27
FUN_011142,1029,1146,1402,1205,1093,184
FUN_016468,29,8,15,4,6,2
FUN_002718,122,209,227,315,359,46
FUN_002719,699,704,524,335,173,724
FUN_002716,10,6,8,12,3,0
FUN_002717,455,562,622,866,566,46
FUN_002714,642,490,560,881,820,23
FUN_002715,468,298,435,319,285,75
FUN_002712,30,0,7,5,3,0
FUN_002713,5,0,2,0,2,0
FUN_002710,15,5,13,21,18,0
FUN_002711,10,2,4,2,12,0
FUN_000578,73,78,84,60,44,151
FUN_000579,77,103,96,79,119,316
FUN_008767,0,0,0,0,0,0
FUN_008766,17,33,52,88,35,57
FUN_008761,0,0,0,0,0,0
FUN_008760,0,0,0,0,0,0
FUN_008763,0,0,0,0,0,0
FUN_008762,0,0,0,0,0,0
FUN_000570,0,0,0,2,0,0
FUN_000571,767,744,1024,842,947,309
FUN_000572,108,127,175,174,215,0
FUN_000573,564,565,841,565,741,36
FUN_008769,306,449,302,495,508,172
FUN_000575,388,478,699,547,570,81
FUN_004498,0,0,7,0,5,0
FUN_000577,1171,1093,1348,1377,803,695
FUN_001168,228,248,191,212,262,4
FUN_001169,29,59,40,44,57,0
FUN_014326,0,0,0,0,0,0
FUN_014776,329,203,325,182,265,9
FUN_014320,0,0,0,0,0,3
FUN_014321,0,0,0,0,0,0
FUN_014322,0,0,0,0,0,0
FUN_014323,0,0,0,0,0,0
FUN_001160,0,0,0,0,0,1116
FUN_001161,0,0,2,21,7,0
FUN_001162,181,198,162,137,199,0
FUN_001163,140,115,136,151,190,13
FUN_001164,46,34,52,32,60,69
FUN_001165,45,38,54,30,32,0
FUN_013171,0,0,0,0,0,0
FUN_001167,51,39,41,43,57,60
FUN_002792,0,0,0,0,0,0
FUN_013266,128,150,21,59,50,4
FUN_006683,121,48,132,129,119,19
FUN_012390,608,625,698,652,438,172
FUN_008844,564,642,768,516,504,12
FUN_006685,569,588,452,818,852,14
FUN_002628,0,0,0,0,0,0
FUN_007088,0,0,0,0,0,3
FUN_008846,0,0,0,2,2,5
FUN_004364,234,202,261,213,236,159
FUN_006687,103,118,107,198,149,9
FUN_008953,210,164,315,511,581,60
FUN_005937,0,0,1,0,0,0
FUN_005936,10,3,10,2,0,0
FUN_005935,0,0,0,0,0,0
FUN_005934,0,0,0,0,0,0
FUN_005933,0,0,0,0,0,0
FUN_005932,3,6,6,4,4,0
FUN_000411,1,0,0,0,0,0
FUN_000410,0,0,0,0,0,0
FUN_000552,1,0,0,9,2,6
FUN_005939,3,0,0,0,0,0
FUN_005938,0,0,0,0,0,0
FUN_016678,34,31,85,43,9,3
FUN_016679,0,0,0,0,0,0
FUN_016674,3,3,2,8,5,0
FUN_016675,140,95,117,235,143,0
FUN_016676,19,11,38,90,43,0
FUN_016677,38,10,30,14,19,3
FUN_016670,79,64,67,162,112,73
FUN_016671,0,3,4,11,9,0
FUN_016672,365,427,618,544,656,28
FUN_016673,293,333,322,502,346,62
FUN_012396,4747,7599,3447,3169,1699,1387
FUN_006568,444,449,672,545,788,68
FUN_007340,0,0,0,0,0,0
FUN_008136,1074,1178,1866,1873,1815,314
FUN_004758,0,0,0,0,0,0
FUN_015909,868,731,1088,836,911,50
FUN_011811,13,10,16,28,21,9
FUN_013269,78,214,49,88,25,203
FUN_003009,0,0,0,0,0,0
FUN_003008,16352,31816,52426,83468,42559,207310
FUN_014842,420,378,445,347,396,30
FUN_004896,0,0,0,0,0,0
FUN_003001,19,5,32,4,4,323
FUN_003000,0,0,0,0,0,13
FUN_003003,1001,763,1161,226,217,130
FUN_003002,9,5,9,3,3,7
FUN_003005,111,64,103,58,87,10
FUN_003004,332,410,408,239,330,26
FUN_003007,3,0,0,5,0,0
FUN_003006,62,2,7,0,5,28
FUN_010535,122,0,31,2,5,0
FUN_010534,220,191,272,2800,1779,145
FUN_010537,115,76,239,387,935,147
FUN_009410,0,0,0,0,0,0
FUN_010531,698,1108,316,305,379,443
FUN_010530,321,549,148,137,139,181
FUN_010533,31,30,22,12,14,0
FUN_010532,5,5,9,10,6,0
FUN_003373,0,0,0,0,0,0
FUN_010539,717,606,873,1177,1159,344
FUN_010538,952,1027,1141,1016,1390,250
FUN_004892,0,0,0,0,0,0
FUN_004360,486,524,554,639,830,79
FUN_013172,0,0,0,0,0,0
FUN_017078,76,18,37,13,48,0
FUN_012009,666,707,711,733,649,159
FUN_012008,0,0,0,0,0,0
FUN_012555,585,320,502,373,387,132
FUN_012006,3,1,0,0,4,3
FUN_012557,0,0,0,0,0,0
FUN_012556,141,189,223,176,146,17
FUN_012003,0,0,0,0,0,0
FUN_012002,1,0,0,0,0,0
FUN_012553,755,1201,1398,1282,1176,26
FUN_012552,1104,1359,1436,1115,1218,84
FUN_016249,0,0,0,0,0,0
FUN_016248,0,0,0,0,0,0
FUN_016245,12,11,8,24,0,4
FUN_016244,19,23,27,74,33,15
FUN_016247,3,3,0,0,0,0
FUN_013827,0,0,0,0,0,0
FUN_016241,30,16,99,60,515,0
FUN_016240,24,16,56,51,30,14
FUN_016243,180,231,347,596,386,128
FUN_016242,12435,9761,18481,24311,29697,44
FUN_003144,0,0,0,0,0,0
FUN_003145,0,0,0,0,0,0
FUN_003146,0,0,0,0,0,0
FUN_003147,0,0,0,3,0,0
FUN_003140,0,0,0,0,0,0
FUN_003141,2,0,0,0,0,0
FUN_003142,0,0,0,0,0,0
FUN_003143,0,0,0,0,0,0
FUN_005611,12,4,7,5,7,3
FUN_003148,3,0,0,0,0,0
FUN_003149,137,0,6,0,0,0
FUN_003652,1572,1907,2757,2081,2407,111
FUN_000553,10,7,8,40,19,0
FUN_012387,169,0,3,46,21,0
FUN_004899,0,0,0,0,0,0
FUN_012303,208,215,313,289,149,27
FUN_013824,0,0,0,0,0,0
FUN_003378,0,0,0,1,0,0
FUN_004754,5,0,3,0,0,0
FUN_014494,0,0,0,0,0,0
FUN_004362,159,165,186,211,259,54
FUN_009115,3,8,12,6,8,13
FUN_013240,2006,3298,4336,1965,1365,561
FUN_005616,0,0,5,4,5,3
FUN_006937,448,411,845,550,973,288
FUN_009413,0,0,0,0,0,0
FUN_016994,524,627,795,838,648,52
FUN_004755,166,70,119,60,71,37
FUN_014495,0,0,2,0,0,3
FUN_000535,65,93,49,98,59,3
FUN_004302,0,0,3,0,0,0
FUN_005617,0,0,0,1,2,3
FUN_001899,0,0,0,0,0,0
FUN_001894,0,0,0,0,0,0
FUN_001895,0,0,0,2,0,1
FUN_001896,0,3,0,0,0,0
FUN_001897,6,3,0,59,34,0
FUN_001890,0,0,0,0,0,0
FUN_001891,0,0,0,0,0,0
FUN_001892,0,0,0,1,0,0
FUN_001893,0,0,0,0,0,0
FUN_011668,0,0,0,0,0,0
FUN_011669,71,39,93,117,91,65
FUN_011662,0,0,0,0,0,0
FUN_011663,0,0,0,0,0,0
FUN_011660,6,0,3,3,7,7
FUN_011661,0,0,0,0,0,0
FUN_011666,0,0,0,0,0,0
FUN_011667,15,2,119,0,81,596
FUN_011664,0,0,0,0,0,0
FUN_011665,0,0,0,0,0,0
FUN_013737,2615,0,183,0,28,0
FUN_004659,31,34,33,124,76,19
FUN_016544,577,484,604,900,771,37
FUN_008554,669,604,1085,1247,1186,304
FUN_014522,0,0,0,0,0,0
FUN_013203,0,0,0,0,0,0
FUN_014520,0,2,0,0,0,0
FUN_013201,0,0,0,0,0,0
FUN_013206,1,2,3,2,0,2
FUN_013759,25,34,58,39,41,10
FUN_014524,0,0,4,0,0,0
FUN_014525,353,468,493,458,430,61
FUN_013754,0,0,0,0,0,0
FUN_013755,0,0,0,0,0,0
FUN_013208,0,1,0,2,0,0
FUN_014529,53,0,3,7,2,0
FUN_013750,0,0,0,0,0,0
FUN_013751,0,0,0,2,0,0
FUN_013752,0,0,0,0,0,0
FUN_013753,0,0,0,0,0,0
FUN_001766,2822,2501,3655,2727,2382,238
FUN_001767,2917,3030,4153,3766,3821,326
FUN_001764,27528,39365,77145,146702,47571,7089
FUN_001765,622,1554,1309,2063,517,125
FUN_001762,80,56,128,106,116,89
FUN_007607,971,851,1142,1454,1111,697
FUN_001760,239,318,227,191,150,18
FUN_001761,178,161,146,188,148,19
FUN_015391,11,5,6,10,0,2
FUN_001768,633,732,606,1581,1826,102
FUN_001769,516,335,553,564,534,47
FUN_007395,14,17,14,20,16,1
FUN_010956,1,0,0,0,2,12
FUN_010955,0,0,0,0,0,0
FUN_010954,6,0,0,0,0,5
FUN_010953,0,0,0,0,0,0
FUN_010952,0,0,0,0,0,0
FUN_007393,230,354,310,309,326,2
FUN_010950,209,182,194,170,149,29
FUN_008959,0,0,0,0,0,0
FUN_007399,76,36,29,46,58,0
FUN_007398,168,143,233,164,160,7
FUN_010959,0,0,0,0,0,0
FUN_010958,0,0,0,0,0,6
FUN_007023,249,283,508,226,330,16
FUN_007606,256,181,351,303,373,74
FUN_005739,1164,1474,1376,1673,1843,300
FUN_005738,1416,886,1558,1302,1335,132
FUN_009724,77,42,103,38,46,8
FUN_005735,222,148,155,280,136,22
FUN_005734,66,27,47,44,42,6
FUN_005737,16,6,11,13,9,0
FUN_005736,55,32,26,58,45,25
FUN_005731,7,2,9,9,12,10
FUN_005730,795,521,680,584,612,66
FUN_005733,26,16,7,41,12,4
FUN_005732,66,21,35,38,30,0
FUN_004751,69,54,65,24,60,5
FUN_000249,0,0,0,0,0,0
FUN_001429,321,228,255,199,163,10
FUN_001428,170,87,178,136,211,69
FUN_010633,1009,1510,1410,1799,1899,63
FUN_001425,0,0,0,0,0,0
FUN_001424,0,0,0,0,0,0
FUN_001427,0,0,0,0,0,1
FUN_001426,0,3,4,2,4,10
FUN_001421,0,0,0,0,0,0
FUN_001420,22,6,8,15,40,0
FUN_001423,2,0,0,0,3,0
FUN_001422,0,0,0,0,0,0
FUN_013597,27,7,24,25,14,181
FUN_009159,147,97,164,125,172,15
FUN_003595,451,317,395,648,622,115
FUN_009409,0,0,0,0,0,0
FUN_009408,0,0,0,0,0,0
FUN_007647,160,133,189,134,138,23
FUN_007646,107,77,89,131,112,4
FUN_007645,502,228,460,242,271,28
FUN_007644,962,646,802,1123,810,229
FUN_007643,1240,903,1017,942,852,165
FUN_007642,1275,2079,1478,4892,2437,1097
FUN_009401,0,0,0,0,0,0
FUN_009152,0,0,1,0,0,0
FUN_004752,15,18,27,8,23,20
FUN_011813,0,0,0,0,1,0
FUN_016358,59,27,28,196,43,19
FUN_003599,11,8,8,6,3,0
FUN_013594,85,89,133,187,190,1042
FUN_007604,7,8,5,7,5,0
FUN_000387,0,0,0,0,0,0
FUN_000386,0,0,0,0,0,0
FUN_000385,0,0,0,0,0,0
FUN_000384,0,0,0,0,0,0
FUN_011810,2,0,0,2,0,3
FUN_000382,0,0,0,0,0,0
FUN_000381,0,0,0,0,0,0
FUN_000380,0,0,0,0,0,0
FUN_015533,0,0,0,0,0,0
FUN_005798,0,0,0,0,0,0
FUN_014469,1,0,0,0,0,0
FUN_000389,1,1,2,1,1,0
FUN_000388,0,0,0,0,0,0
FUN_001397,16,10,22,16,26,44
FUN_001396,393,300,444,326,300,167
FUN_001395,50,36,50,41,48,42
FUN_001394,859,629,926,765,855,65
FUN_001393,578,518,736,954,1113,74
FUN_001392,566,482,1005,535,792,75
FUN_001391,17,11,15,17,20,0
FUN_001390,206,28,101,13,32,0
FUN_000245,9,6,20,10,36,0
FUN_013819,74,59,36,56,40,50
FUN_010025,117,39,88,37,31,38
FUN_001399,42,16,23,67,44,3
FUN_001398,17,10,22,33,35,17
FUN_015693,201,168,187,122,81,0
FUN_015692,1109,959,1636,1337,1489,269
FUN_015691,221,228,222,217,240,95
FUN_015504,20,18,17,3,9,4
FUN_015697,190,228,373,200,270,59
FUN_015696,14,37,10,22,11,0
FUN_015695,96,74,80,79,47,0
FUN_015694,393,383,718,328,409,40
FUN_015503,3,5,2,0,0,15
FUN_015699,1595,1220,1357,2617,2543,39
FUN_015698,2523,2522,2742,3089,2843,84
FUN_010022,371,7,49,13,29,0
FUN_013303,0,0,0,0,0,0
FUN_008015,345,284,359,343,325,28
FUN_014462,0,0,0,0,0,0
FUN_015500,0,0,0,0,0,0
FUN_014461,0,0,0,0,0,0
FUN_011812,5,4,6,7,16,44
FUN_006137,28,10,23,18,18,0
FUN_016809,0,0,0,0,0,0
FUN_014460,0,0,2,5,0,2
FUN_012462,159,158,131,184,168,17
FUN_014057,265,218,302,184,197,7
FUN_016803,0,0,0,0,0,0
FUN_016802,26,21,32,45,44,27
FUN_016801,0,1,0,0,0,0
FUN_016800,0,0,0,0,0,0
FUN_016807,0,0,0,0,0,0
FUN_016806,0,0,0,0,0,0
FUN_016805,0,0,0,0,0,0
FUN_016804,0,0,0,0,0,0
FUN_004062,0,0,0,0,0,0
FUN_004063,0,0,0,0,0,0
FUN_004060,63,53,245,112,707,138
FUN_004061,193,225,189,468,308,6
FUN_004066,8,18,11,39,11,18
FUN_014465,0,0,0,0,0,0
FUN_004064,0,0,0,0,0,0
FUN_004065,32,26,24,36,41,47
FUN_004240,1936,942,1279,1423,1377,531
FUN_004068,40,21,18,33,50,4
FUN_013304,0,1,0,1,0,4
FUN_000551,141,43,53,170,60,9
FUN_001030,411,320,381,369,565,66
FUN_015345,0,0,0,0,0,0
FUN_010357,0,0,0,0,0,0
FUN_015347,0,0,0,0,0,0
FUN_015346,0,0,0,0,0,0
FUN_015341,451,282,494,803,798,44
FUN_015340,1712,1630,2147,2105,2476,1507
FUN_015343,0,0,0,0,0,0
FUN_015342,0,0,0,0,0,0
FUN_001488,5,1,7,3,1,6
FUN_015349,0,0,0,0,0,0
FUN_015348,0,0,0,0,0,0
FUN_008570,250,177,234,351,475,228
FUN_008571,616,530,612,576,425,11
FUN_008572,313,289,369,288,246,10
FUN_008573,27,14,23,110,47,40
FUN_008574,0,0,0,5,0,0
FUN_008575,0,0,0,0,0,0
FUN_008576,36,6,22,86,42,13
FUN_008577,696,882,902,832,561,137
FUN_006514,33,47,49,91,82,13
FUN_008579,373,478,372,257,490,3
FUN_006516,21,2,5,11,10,0
FUN_006517,65,135,67,367,163,43
FUN_006510,0,2,0,3,6,1
FUN_006511,0,0,0,0,0,0
FUN_006512,0,0,0,0,0,0
FUN_006513,0,0,0,0,0,0
FUN_012879,0,0,0,0,0,0
FUN_013003,0,0,0,0,0,0
FUN_007996,323,338,383,424,391,88
FUN_001628,657,145,331,191,204,17
FUN_010320,3,0,7,2,5,0
FUN_015201,599,569,703,614,741,75
FUN_010322,28,32,29,28,13,42
FUN_015203,450,366,589,605,657,24
FUN_010324,181,223,310,294,283,134
FUN_015205,440,410,478,514,518,28
FUN_004600,1,0,0,0,0,0
FUN_004601,0,0,0,0,0,0
FUN_015208,2278,3306,3336,2313,2001,1639
FUN_010329,391,274,424,592,745,258
FUN_014059,0,1,1,1,0,1
FUN_004608,0,0,0,0,0,0
FUN_004609,0,0,0,0,0,0
FUN_011990,0,0,0,0,0,0
FUN_000664,8,0,3,3,0,2
FUN_008997,172,525,166,413,237,9
FUN_011992,0,0,0,0,0,0
FUN_001622,659,1493,1285,973,441,86
FUN_004653,85,75,95,125,80,3
FUN_008995,0,0,0,0,0,0
FUN_011994,97,67,115,307,174,16
FUN_013518,0,0,0,0,0,0
FUN_011995,65,54,58,177,152,20
FUN_013005,0,0,0,2,0,5
FUN_009220,1689,1150,1457,1545,1665,49
FUN_008990,5,0,0,2,2,0
FUN_012547,681,771,613,605,714,37
FUN_011997,274,127,177,149,145,10
FUN_014596,0,0,0,0,0,0
FUN_011998,135,76,154,95,127,5
FUN_007271,5,9,0,3,4,0
FUN_009460,136,95,193,77,280,12
FUN_007728,0,0,3,4,5,10
FUN_009462,206,98,189,114,129,3
FUN_009465,0,0,0,0,0,0
FUN_012059,0,0,0,0,0,0
FUN_007275,190,130,244,294,297,59
FUN_004655,0,0,0,0,2,0
FUN_007624,1734,1903,3491,2648,3270,437
FUN_013989,1482,1304,1377,2392,1360,7679
FUN_013988,0,0,0,0,0,0
FUN_003633,59,144,92,141,115,45
FUN_005315,5,0,0,2,2,4
FUN_013981,0,0,0,0,0,0
FUN_013980,0,0,0,0,0,0
FUN_013983,0,0,0,0,2,0
FUN_007626,92,142,152,593,291,14
FUN_013985,2,0,0,0,0,0
FUN_013984,5,0,2,7,0,0
FUN_013987,185,104,477,545,307,67
FUN_013986,2166,2193,3722,2940,2934,175
FUN_015470,0,0,0,0,0,0
FUN_017358,1064,1831,1755,1039,833,44
FUN_011006,695,1502,1270,774,508,56
FUN_008511,0,2,0,0,0,0
FUN_007999,257,281,326,420,285,21
FUN_013744,0,0,0,0,0,0
FUN_011051,371,264,254,294,318,88
FUN_011050,129,93,90,86,86,72
FUN_002527,2,3,2,3,0,0
FUN_007006,5,5,7,20,16,0
FUN_011055,511,679,455,444,552,40
FUN_002520,1358,1051,1614,1511,1420,47
FUN_002523,54,54,64,127,98,2606
FUN_007002,17,9,21,23,8,5
FUN_011059,2214,2214,2136,3921,3005,42
FUN_005041,167,21,63,38,34,0
FUN_005892,0,0,0,0,0,0
FUN_016970,3,0,6,6,10,0
FUN_002529,0,0,0,0,0,0
FUN_007008,7,5,13,15,9,0
FUN_005896,19,0,0,0,0,0
FUN_005897,7,2,5,9,2,0
FUN_004376,229,591,160,340,100,26
FUN_015539,8,0,7,13,5,0
FUN_004377,264,216,276,205,174,0
FUN_013009,31,26,22,85,58,4
FUN_011451,0,0,0,2,0,0
FUN_007998,713,873,1159,1493,1244,231
FUN_003414,226,143,315,195,297,48
FUN_011450,12,27,18,42,19,20
FUN_015976,181,364,512,420,116,792
FUN_003045,0,0,0,0,0,0
FUN_015974,0,2,4,2,2,0
FUN_003415,1439,2042,2447,1721,1835,1585
FUN_001959,1269,1541,1658,1626,1852,48
FUN_001958,584,406,728,425,770,100
FUN_004656,2052,1553,2691,2265,4303,0
FUN_015971,185,190,241,147,155,4
FUN_001955,0,0,0,0,0,0
FUN_001954,0,0,0,0,0,0
FUN_001957,0,0,0,0,0,0
FUN_001956,0,0,0,0,0,0
FUN_001951,0,0,0,0,0,0
FUN_001950,0,0,0,0,0,0
FUN_001953,0,0,0,0,0,0
FUN_004373,24,26,10,16,14,2
FUN_011589,428,102,286,130,279,50
FUN_003046,0,0,0,0,0,0
