gene_id,vespula_Diseased_1,vespula_Diseased_2,vespula_Diseased_3,vespula_Healthy_1,vespula_Healthy_2,vespula_Healthy_3
FUN_011385,0,0,3,5,1,0
FUN_011836,0,0,0,0,0,0
FUN_011387,0,0,0,0,1,0
FUN_011834,274,243,155,609,260,57
FUN_011833,26,12,18,29,14,6
FUN_011380,0,0,0,0,0,0
FUN_011383,0,0,0,0,0,0
FUN_011382,0,0,0,0,0,0
FUN_000004,597,361,497,598,665,34
FUN_005037,117,185,214,182,146,7
FUN_005034,115,28,86,33,80,14
FUN_005035,512,418,514,388,494,15
FUN_005520,137,130,182,80,136,46
FUN_005521,105,30,71,32,46,30
FUN_005030,348,313,306,313,296,17
FUN_005031,298,278,221,143,141,5
FUN_000008,133,134,237,136,210,20
FUN_000009,240,252,163,518,253,45
FUN_005038,21,28,38,37,35,0
FUN_005039,4,2,3,2,5,33
FUN_001234,0,0,0,0,0,0
FUN_001235,0,0,0,0,0,0
FUN_001236,0,0,0,0,0,0
FUN_001237,0,0,0,0,0,0
FUN_001230,0,0,0,0,0,0
FUN_001231,0,0,0,0,0,2
FUN_001232,0,0,0,0,0,0
FUN_001233,0,0,0,0,0,0
FUN_001238,0,0,0,0,0,0
FUN_001239,0,0,0,0,0,0
FUN_009256,50,38,59,81,56,2
FUN_009257,497,479,718,830,742,239
FUN_009254,0,0,0,0,0,0
FUN_009255,172,235,222,177,114,34
FUN_009252,388,311,658,349,462,310
FUN_009253,144,154,131,154,105,37
FUN_009250,161,214,238,234,231,43
FUN_009251,147,162,238,116,96,10
FUN_013898,390,469,341,409,370,10
FUN_009258,1070,1092,1369,1600,1516,213
FUN_009259,3914,3158,3532,2802,1367,623
FUN_014267,0,4,19,14,144,0
FUN_008074,2401,1727,2051,2584,2139,273
FUN_008077,13,11,8,62,49,1
FUN_008076,0,0,0,5,2,0
FUN_008071,193,5,58,12,36,0
FUN_008070,842,33,259,54,112,7
FUN_003209,168,239,218,282,323,15
FUN_008072,406,223,287,169,234,45
FUN_008079,143,98,85,247,100,18
FUN_008078,892,1008,1277,1160,1336,215
FUN_008896,587,865,722,1112,1353,74
FUN_006697,39,25,32,22,25,0
FUN_015448,117,118,193,177,91,67
FUN_015449,1818,1132,1383,1819,1430,109
FUN_003208,140,125,205,325,319,36
FUN_006696,1396,1121,1544,1006,1116,76
FUN_010122,858,364,421,1634,1223,511
FUN_010123,0,0,0,0,0,0
FUN_010120,1584,2521,3196,2494,1952,4359
FUN_010121,81,52,75,53,53,9
FUN_015446,0,0,0,0,0,0
FUN_010127,84,97,160,208,153,94
FUN_010124,58,32,57,50,26,18
FUN_015445,0,0,1,2,0,0
FUN_008854,483,451,535,393,465,12
FUN_009929,3,8,11,77,33,225
FUN_008853,370,418,500,1303,1101,28
FUN_014488,152,286,260,257,295,43
FUN_006692,104,96,139,52,76,2
FUN_004678,0,0,0,0,0,0
FUN_008851,20,46,61,46,29,18
FUN_014822,3,0,2,0,0,0
FUN_006690,531,927,1098,1026,1124,0
FUN_009587,0,0,0,0,0,0
FUN_014260,416,444,231,310,428,26
FUN_003810,249,272,296,435,587,25
FUN_000627,0,0,0,0,0,0
FUN_010261,339,254,276,612,425,70
FUN_010260,463,597,406,930,1277,270
FUN_010263,577,308,564,346,649,72
FUN_010262,21,22,30,102,42,2535
FUN_010265,1323,1413,1569,1689,1287,984
FUN_010264,0,0,1,0,0,0
FUN_010267,312,206,343,192,252,10
FUN_010266,574,394,457,1636,1099,49
FUN_010269,211,218,299,207,288,0
FUN_010268,9,11,11,19,17,6
FUN_008789,165,129,190,198,156,28
FUN_008788,1318,1131,1496,561,1054,331
FUN_016785,3894,2717,3830,1180,757,17
FUN_006699,40,23,38,473,123,14
FUN_007968,2,2,0,2,0,0
FUN_007969,14,3,4,10,0,0
FUN_007966,1084,1124,1257,1144,1003,372
FUN_008782,4,2,8,1,0,0
FUN_007964,125935,252336,26299,68176,4653,158310
FUN_008780,0,0,0,0,0,0
FUN_008787,188,327,330,315,248,3
FUN_007963,100,80,66,46,48,143
FUN_007960,126,162,117,559,198,80
FUN_008784,2,0,2,0,0,0
FUN_014926,0,0,0,2,0,0
FUN_014927,8,0,0,13,0,8
FUN_014924,0,0,0,0,0,0
FUN_014925,0,0,0,0,0,0
FUN_014922,82,37,57,81,72,28
FUN_014923,300,103,216,232,279,19
FUN_014920,9,5,10,13,10,0
FUN_014921,196,240,312,377,273,445
FUN_006665,332,71,174,124,102,28
FUN_014928,0,0,1,0,0,0
FUN_014929,0,0,0,0,0,0
FUN_015039,0,0,0,0,0,0
FUN_015038,0,0,0,0,0,0
FUN_015227,647,476,603,425,404,22
FUN_003069,933,706,954,442,226,16
FUN_003068,0,0,0,0,0,0
FUN_015033,0,0,0,0,0,0
FUN_009554,1046,896,987,1097,791,80
FUN_003065,0,0,0,0,0,0
FUN_003064,0,0,0,0,0,0
FUN_015037,45,23,14,29,20,2
FUN_015036,4,0,5,0,0,0
FUN_003061,0,0,0,0,0,0
FUN_015034,59,83,59,104,69,11
FUN_010288,0,0,0,0,0,0
FUN_009742,972,527,721,613,912,99
FUN_015202,188,159,251,250,241,0
FUN_014348,5,5,7,26,27,101
FUN_014598,0,0,1,1,0,2
FUN_017246,0,0,0,0,0,2
FUN_008898,91,5,30,24,23,6
FUN_011526,847,1028,955,2198,2089,679
FUN_015133,0,0,0,0,0,0
FUN_013035,18,9,20,35,24,4
FUN_011284,646,480,652,567,679,66
FUN_015204,446,369,423,527,649,123
FUN_007601,329,493,644,711,595,39
FUN_007128,0,0,0,0,0,0
FUN_005627,443,470,670,773,779,149
FUN_001832,121,344,124,119,169,0
FUN_001833,142,139,197,90,170,8
FUN_001830,283,252,293,257,256,0
FUN_001831,206,92,72,81,90,5
FUN_001836,13,14,17,21,0,4
FUN_001837,137,0,11,0,1,2
FUN_001834,52,2,11,6,5,4
FUN_001835,9,0,0,0,0,0
FUN_001838,169,100,111,202,22,6
FUN_001839,922,2366,1711,1105,747,34
FUN_016030,30,34,37,73,78,0
FUN_011608,3,7,9,23,8,0
FUN_011609,105,22,65,72,196,142
FUN_002338,247,247,408,251,265,29
FUN_002339,34,47,62,62,42,33
FUN_011600,563,0,125,0,23,0
FUN_002335,1352,1348,1479,2151,2111,71
FUN_002336,452,585,358,345,415,12
FUN_002337,111,130,149,116,145,131
FUN_002330,80,51,83,58,38,18
FUN_002331,91,61,75,371,149,30
FUN_015206,298,308,332,262,222,8
FUN_011607,120,89,100,50,96,9
FUN_000783,1608,1838,2195,2327,2540,2173
FUN_000782,2461,3041,5182,4431,2620,412
FUN_000781,11,10,7,23,11,0
FUN_000780,1740,1213,1698,1650,1732,176
FUN_000787,29,21,45,17,21,10
FUN_000786,1890,2032,1471,2612,3550,200
FUN_000785,3868,6417,7680,8814,5308,4542
FUN_000784,2108,2554,3328,3528,4398,1805
FUN_014344,0,0,0,2,0,0
FUN_000789,8,4,7,24,24,23
FUN_000788,46,52,62,39,33,52
FUN_002440,42,7,34,27,45,9
FUN_013260,3,0,0,0,0,0
FUN_014541,234,133,119,162,299,18
FUN_014542,337,286,292,182,184,6
FUN_014543,44,67,54,31,36,6
FUN_014544,529,579,762,745,775,39
FUN_013265,0,4,0,0,0,2
FUN_014546,222,29,121,45,40,0
FUN_013267,8,13,5,7,4,2
FUN_013268,47,343,60,93,51,12
FUN_007126,0,0,0,0,0,0
FUN_002447,258,284,156,258,274,13
FUN_001784,308,324,447,551,294,48
FUN_001785,136,91,181,48,679,8
FUN_001786,453,775,670,401,434,38
FUN_007378,184,235,296,263,312,76
FUN_001780,2072,1227,1610,2734,2411,96
FUN_002444,88,51,88,71,85,0
FUN_001782,332,238,423,231,361,67
FUN_001783,424,734,1119,1261,1356,179
FUN_013320,0,0,0,0,0,0
FUN_009213,0,0,0,0,0,0
FUN_002251,15,10,8,10,14,84
FUN_007370,28,25,34,38,23,0
FUN_001788,617,647,724,786,693,22
FUN_007376,1640,2008,2917,2809,2832,622
FUN_007375,174,477,569,264,266,0
FUN_007374,1242,807,1155,1017,1100,144
FUN_001789,17,14,29,25,16,10
FUN_000875,0,0,0,0,0,0
FUN_011400,0,0,1,3,6,0
FUN_000877,0,0,3,0,0,0
FUN_000876,0,0,0,0,0,0
FUN_000871,0,1,0,4,0,4
FUN_000870,283,253,375,318,277,22
FUN_000873,1260,968,1354,1649,1489,96
FUN_000872,148,147,147,223,180,3
FUN_000879,6,2,5,5,4,0
FUN_000878,0,3,2,0,0,0
FUN_000258,0,0,0,0,1,0
FUN_015209,82,134,151,159,174,18
FUN_000035,757,888,1018,725,732,81
FUN_005497,0,0,2,0,0,0
FUN_013322,0,0,0,0,0,0
FUN_009211,0,0,0,0,0,0
FUN_010620,113,57,83,45,131,0
FUN_011282,2228,1987,2499,2764,2835,79
FUN_017369,689,709,654,825,726,88
FUN_017368,27184,34008,36131,39814,24281,11400
FUN_012310,70,111,134,122,161,23
FUN_017361,206,196,261,281,312,11
FUN_017360,162,136,244,321,208,39
FUN_017363,0,2,0,0,1,3
FUN_017362,0,15,22,13,18,6
FUN_017365,224,141,194,389,490,74
FUN_017364,6,5,7,12,10,22
FUN_017367,1791,1886,1947,3043,2529,299
FUN_017366,49,15,45,265,332,5
FUN_016379,12336,18088,20039,16493,17872,2364
FUN_016378,586,629,726,700,604,42
FUN_013325,26,9,14,17,16,0
FUN_009216,0,0,0,0,0,0
FUN_017157,0,0,0,0,0,0
FUN_016371,729,849,1044,952,768,49
FUN_016370,97,118,129,107,122,0
FUN_016373,22,24,39,115,101,100
FUN_016372,233,232,383,582,474,92
FUN_016375,529,614,908,2262,2676,549
FUN_016374,95,89,85,335,299,7
FUN_016377,159,128,206,104,188,13
FUN_016376,1623,1894,2286,2692,2973,1926
FUN_016345,0,0,0,0,0,0
FUN_016787,246,242,279,376,333,248
FUN_015631,0,0,0,0,0,0
FUN_015630,781,900,951,835,938,94
FUN_015633,0,0,0,0,0,0
FUN_015632,0,0,0,0,0,0
FUN_015635,49,32,42,104,66,0
FUN_015634,0,1,0,0,0,0
FUN_015637,0,0,0,0,0,0
FUN_015636,7,7,5,6,7,0
FUN_015639,0,0,0,0,0,0
FUN_015638,0,0,0,0,0,2
FUN_000256,2,0,0,0,2,6
FUN_005769,0,0,0,0,0,0
FUN_014418,16,17,5,3,3,0
FUN_001028,294,217,348,318,239,35
FUN_003458,0,6,11,13,11,51
FUN_013379,0,0,0,0,0,0
FUN_013327,0,0,4,0,4,0
FUN_014416,3,0,0,0,0,0
FUN_005209,0,0,0,0,0,0
FUN_005208,0,0,0,0,0,0
FUN_013377,0,0,0,0,0,0
FUN_005205,0,0,0,0,0,0
FUN_005204,0,0,0,0,0,0
FUN_005207,0,0,0,0,0,0
FUN_005206,0,0,0,0,0,0
FUN_005201,0,0,0,0,0,0
FUN_005200,145,378,524,782,573,41
FUN_005203,0,0,0,0,0,0
FUN_005202,0,0,0,0,0,0
FUN_004000,254,115,173,117,54,2
FUN_004553,81,71,130,55,80,6
FUN_004002,1494,1239,1786,1300,1411,89
FUN_004003,437,699,354,506,1262,88
FUN_004004,0,0,4,4,5,26
FUN_004557,0,0,0,0,0,0
FUN_004006,380,262,460,421,352,113
FUN_001473,49,58,78,140,88,53
FUN_004008,774,458,554,581,565,13
FUN_004009,54,61,83,227,205,0
FUN_002923,914,849,1066,1409,1154,50
FUN_004559,64,41,86,129,60,0
FUN_002925,292,135,223,311,289,2
FUN_014047,198,119,204,261,360,199
FUN_002927,78,67,96,50,95,24
FUN_014413,33,21,18,9,13,0
FUN_001471,276,229,342,226,260,54
FUN_014410,0,0,0,0,0,0
FUN_001476,399,880,761,688,454,85
FUN_013371,0,0,0,0,0,0
FUN_014040,143,149,188,159,221,67
FUN_001525,0,0,0,0,0,0
FUN_001474,235,159,578,141,521,40
FUN_010327,4,0,2,8,0,0
FUN_015169,1140,1199,2029,1386,1640,241
FUN_001475,285,814,516,388,350,15
FUN_012170,0,0,0,0,0,0
FUN_001478,299,357,325,381,269,33
FUN_004069,19,11,9,11,38,0
FUN_015168,150,104,154,111,168,7
FUN_000452,0,0,0,0,0,0
FUN_011288,774,593,939,520,833,79
FUN_005864,0,0,0,0,0,0
FUN_013177,14,4,44,0,74,8
FUN_011987,0,0,0,0,0,0
FUN_000267,1,0,0,0,0,0
FUN_011986,0,0,0,0,0,0
FUN_011289,0,0,0,0,0,0
FUN_008987,9,8,9,11,17,0
FUN_009321,156,128,139,171,133,38
FUN_013202,5,0,0,0,0,0
FUN_008986,111,118,152,113,132,5
FUN_009106,0,0,0,0,0,0
FUN_002227,0,0,0,0,0,0
FUN_009107,0,0,0,0,0,0
FUN_011468,443,299,487,305,398,89
FUN_010029,0,0,0,0,0,0
FUN_011981,0,0,0,0,0,0
FUN_007260,28166,38591,36970,40169,34102,2132
FUN_005369,0,0,0,0,0,2
FUN_007614,758,516,819,575,566,21
FUN_008448,19,10,9,9,7,2
FUN_008449,0,0,0,0,0,0
FUN_007615,117,82,147,175,184,56
FUN_008444,0,0,0,2,0,0
FUN_008445,0,0,0,0,0,0
FUN_008446,25,26,47,34,27,0
FUN_008447,3,2,2,5,2,0
FUN_008440,15,12,14,6,6,0
FUN_009456,809,727,1069,630,745,45
FUN_008442,0,0,0,8,0,0
FUN_003634,2866,3541,5402,4820,12202,160
FUN_000273,1675,1824,2266,1783,1741,2544
FUN_000272,16,23,27,15,23,17
FUN_000271,5,4,6,11,5,5
FUN_000270,0,0,0,0,0,0
FUN_000277,384,474,427,1022,386,13
FUN_000276,1097,1308,1218,1338,929,460
FUN_000275,11,21,18,22,6,4
FUN_000274,0,0,2,0,0,0
FUN_005362,687,519,725,745,640,173
FUN_000279,522,555,822,509,705,207
FUN_000278,69,87,55,125,42,11
FUN_009451,0,0,0,0,0,4
FUN_001003,34,18,41,40,31,7
FUN_007269,150,94,168,200,180,9
FUN_001001,503,621,713,587,740,308
FUN_001000,890,675,854,1139,1041,467
FUN_001007,349,352,379,420,289,121
FUN_001006,11,4,5,8,2,3
FUN_001005,160,53,108,129,79,6
FUN_001004,4,0,3,8,4,4
FUN_001009,463,395,368,621,430,110
FUN_001008,561,368,436,479,679,44
FUN_011462,183,329,296,400,381,104
FUN_008501,0,0,0,2,0,0
FUN_003200,14,5,18,17,30,34
FUN_011975,0,0,0,0,0,0
FUN_011037,2117,2136,3093,2924,3710,304
FUN_011036,666,595,749,1097,975,19
FUN_011035,104,126,168,89,141,40
FUN_011034,147,148,113,138,483,9
FUN_011033,63,11,28,10,9,0
FUN_011032,17,4,0,6,5,7
FUN_011031,6,5,0,15,0,4
FUN_011030,0,0,0,0,0,0
FUN_005836,0,0,0,0,0,0
FUN_005837,94,47,118,262,115,79
FUN_005834,0,0,0,0,0,0
FUN_005835,0,0,0,0,0,0
FUN_005832,0,0,0,0,0,0
FUN_005833,0,0,0,0,0,0
FUN_005830,0,0,0,0,0,0
FUN_004368,65,140,97,147,88,36
FUN_005631,3,3,3,3,2,0
FUN_003405,0,0,0,0,0,0
FUN_002223,0,0,0,0,0,0
FUN_009851,0,0,0,0,0,0
FUN_016020,726,645,724,593,622,51
FUN_015166,8780,12606,15663,16451,14298,11342
FUN_004367,185,388,250,332,171,9
FUN_004366,178,279,194,173,320,18
FUN_000441,233,312,317,382,409,42
FUN_004361,1621,2421,2475,2232,1621,5997
FUN_003400,0,0,0,0,0,0
FUN_000660,261,210,354,328,302,16
FUN_000661,274,270,391,177,254,40
FUN_000662,14,16,14,14,28,2
FUN_000663,183,98,154,120,108,5
FUN_002220,0,0,0,0,0,0
FUN_000665,193,58,57,35,42,2
FUN_000666,565,464,752,584,550,27
FUN_000667,82,88,43,76,180,1
FUN_000668,461,364,574,378,360,58
FUN_000669,72,67,53,47,110,0
FUN_002805,28,20,12,21,8,0
FUN_014100,225,219,271,262,213,12
FUN_005107,0,0,0,0,0,0
FUN_014102,558,709,1007,518,1668,69
FUN_014103,937,1913,2137,749,1827,33
FUN_015198,597,624,888,908,906,666
FUN_015199,135,102,141,212,146,18
FUN_015194,35,42,44,26,9,19
FUN_015195,402,514,555,478,342,28
FUN_015196,2058,1559,2356,1734,2079,92
FUN_015197,381,517,487,542,448,71
FUN_015190,61,74,88,192,190,3
FUN_015191,0,1,2,5,2,1
FUN_015192,124,139,95,163,125,60
FUN_015193,23,18,21,10,4,18
FUN_004971,127,97,158,119,143,20
FUN_014106,1919,3416,1886,3704,3570,662
FUN_003927,0,0,1,0,0,0
FUN_005101,16,7,11,21,14,10
FUN_013190,0,0,0,0,0,0
FUN_015029,0,0,0,0,0,0
FUN_012414,566,1059,1138,866,398,52
FUN_006339,6,2,5,0,0,0
FUN_017176,0,0,0,0,0,0
FUN_017177,1,2,6,7,7,0
FUN_017170,16,7,25,8,10,0
FUN_017171,24,15,29,22,26,3
FUN_017172,9,5,0,4,3,0
FUN_017173,0,0,0,0,0,0
FUN_006842,11,1,14,5,15,0
FUN_003922,62,53,41,135,177,103
FUN_006332,6,4,27,12,22,0
FUN_006333,60,49,52,141,176,0
FUN_006334,2,0,0,2,0,2
FUN_006335,12,0,4,8,17,0
FUN_006336,412,322,428,332,433,20
FUN_006845,0,0,0,0,0,0
FUN_016564,0,1,2,1,0,0
FUN_016565,0,0,0,0,0,0
FUN_016566,0,0,0,0,0,0
FUN_016567,1,0,0,0,0,0
FUN_016560,146,104,112,109,128,12
FUN_016561,502,1149,304,823,981,1929
FUN_016562,156,154,233,248,313,0
FUN_016563,220,175,194,273,160,65
FUN_013195,0,0,0,0,0,0
FUN_016568,75,62,80,88,43,2
FUN_016569,0,0,0,9,4,0
FUN_010746,36,24,20,19,22,4
FUN_015995,4,0,5,8,0,5
FUN_015996,0,0,0,0,0,0
FUN_015997,0,0,0,0,0,0
FUN_015990,0,0,0,0,0,0
FUN_010743,34,61,43,104,93,78
FUN_015992,180,2,11,12,7,0
FUN_015993,848,429,660,368,378,19
FUN_015998,0,0,0,0,2,1
FUN_015999,13192,22003,12782,18734,14936,15214
FUN_010748,2337,1908,2912,2139,2176,148
FUN_010749,404,473,585,437,562,28
FUN_012678,854,1238,1573,1447,1240,106
FUN_012679,996,680,991,959,1028,487
FUN_017288,254,300,433,2265,832,297
FUN_017289,137,225,207,198,130,38
FUN_012670,185,138,228,147,249,35
FUN_017287,0,0,2,0,0,0
FUN_012672,484,828,1069,1615,589,210
FUN_012673,58,41,37,55,71,10
FUN_017282,107,40,103,88,139,21
FUN_017283,0,0,5,0,0,10
FUN_017280,366,319,334,550,400,44
FUN_017281,292,223,377,319,500,70
FUN_013546,54,45,33,42,26,12
FUN_011301,40,7,35,11,21,10
FUN_002103,733,793,1374,925,1189,117
FUN_008188,664,569,983,558,551,40
FUN_003867,0,0,0,0,0,0
FUN_003866,0,0,0,0,0,0
FUN_003865,0,0,0,0,0,0
FUN_003312,101,152,126,153,118,5
FUN_003315,2,0,0,5,4,0
FUN_003314,36,24,17,13,13,0
FUN_003861,0,3,3,2,2,0
FUN_003316,0,2,0,2,3,0
FUN_003319,146,190,161,510,660,34
FUN_003318,347,368,338,764,558,110
FUN_009719,0,0,0,0,0,0
FUN_003869,0,0,0,0,0,0
FUN_003868,0,0,0,0,0,0
FUN_007026,128,136,209,140,186,64
FUN_008185,121,93,191,85,147,14
FUN_009718,11,0,12,26,125,0
FUN_002102,146,223,115,211,313,217
FUN_008184,168,54,88,54,77,0
FUN_013209,0,0,0,0,0,0
FUN_008187,536,432,692,558,671,56
FUN_014125,26,31,38,34,30,0
FUN_006474,1,0,1,0,0,0
FUN_008181,304,344,364,379,283,9
FUN_007025,22,16,23,20,7,0
FUN_006472,7,7,8,17,9,0
FUN_001929,0,0,0,3,0,0
FUN_002033,57,53,90,52,55,22
FUN_008183,610,630,655,920,697,78
FUN_009712,0,0,0,0,0,0
FUN_000448,2275,2032,2620,2938,2422,119
FUN_006470,0,0,0,0,0,2
FUN_009711,31,30,55,21,17,31
FUN_014485,171,131,132,109,123,12
FUN_014484,49,34,37,48,65,15
FUN_014487,1846,1586,1989,2050,1704,356
FUN_014486,24,42,35,21,13,16
FUN_014481,6,0,0,0,0,0
FUN_014480,9,10,7,7,5,0
FUN_014483,154,87,181,171,179,0
FUN_014482,40,0,6,0,0,0
FUN_001641,3858,3039,3072,3762,2503,647
FUN_001640,353,67,117,182,164,55
FUN_001643,0,0,0,0,0,0
FUN_001642,0,3,0,0,0,2
FUN_001645,0,0,0,0,0,0
FUN_011588,63,62,67,72,100,1
FUN_001647,0,0,0,0,0,0
FUN_002036,144,118,164,156,179,20
FUN_009715,384,410,274,545,513,274
FUN_010818,67,60,86,54,26,15
FUN_010819,41,54,34,52,25,0
FUN_010816,117,10,52,3,16,0
FUN_010817,14,14,11,6,5,0
FUN_010814,0,0,0,0,0,0
FUN_010815,0,0,0,0,0,0
FUN_010812,18,29,20,22,31,5
FUN_010813,558,390,562,391,463,8
FUN_010810,0,0,0,0,22,0
FUN_010811,0,0,0,0,0,0
FUN_009471,464,384,468,453,320,49
FUN_014556,0,0,2,0,2,0
FUN_000397,41,32,47,57,48,0
FUN_014208,476,563,623,572,476,11
FUN_006275,38,55,28,36,81,21
FUN_013109,302,25,52,33,28,3
FUN_013108,669,548,615,701,522,5
FUN_014739,0,0,0,0,0,0
FUN_014738,0,0,0,0,0,0
FUN_014737,0,0,0,0,0,0
FUN_014736,0,0,0,0,0,0
FUN_014735,0,0,0,0,0,0
FUN_014734,0,0,0,0,0,0
FUN_013105,3,6,13,13,3,0
FUN_013104,14,0,8,16,15,6
FUN_013107,1258,1335,1327,2136,1320,455
FUN_013106,453,359,535,500,461,10
FUN_002106,6239,9086,11724,12820,10784,762
FUN_007526,22,31,24,18,18,158
FUN_009015,23,19,27,50,22,29
FUN_007524,3204,2934,5332,3490,3266,501
FUN_007525,2263,3173,2416,3933,2892,436
FUN_009010,22,11,26,0,11,3
FUN_007523,0,9,4,21,5,0
FUN_009012,332,608,401,325,383,42
FUN_009013,2600,3690,3411,2278,1085,79
FUN_009018,971,91,253,71,147,0
FUN_009019,256,325,358,407,294,235
FUN_007528,1198,129,677,54,155,0
FUN_007529,338,1321,1462,277,221,18
FUN_005018,0,0,0,0,0,0
FUN_005019,0,2,2,1,3,0
FUN_000068,0,0,0,0,0,0
FUN_000069,0,0,0,0,0,0
FUN_005546,2,1,2,0,0,0
FUN_005011,14,8,9,17,8,15
FUN_005544,57,26,33,106,38,4
FUN_005545,2,0,0,0,0,0
FUN_005014,0,3,2,2,0,11
FUN_000063,0,0,0,0,0,0
FUN_005540,2556,1654,2402,2089,2438,392
FUN_005017,0,0,0,0,2,0
FUN_001258,0,0,0,0,0,3
FUN_001259,12,0,0,0,0,0
FUN_001256,0,0,0,0,0,0
FUN_001257,0,0,0,0,0,0
FUN_001254,0,0,0,0,0,0
FUN_001255,0,0,0,0,0,0
FUN_001252,0,0,0,0,0,0
FUN_001253,0,0,0,0,2,0
FUN_001250,0,0,0,0,0,0
FUN_001251,0,0,0,0,0,0
FUN_009278,107,116,147,244,191,6
FUN_009279,624,745,1134,613,547,20
FUN_002105,648,429,557,790,856,119
FUN_009270,0,0,2,0,0,4
FUN_009271,0,2,0,0,0,0
FUN_009272,23,16,29,23,19,0
FUN_009273,0,0,0,0,1,0
FUN_009274,18,11,21,21,11,5
FUN_009275,33,15,43,38,33,0
FUN_009276,75,85,70,126,105,20
FUN_000643,0,0,0,0,0,0
FUN_002078,792,960,779,1302,624,76
FUN_012512,607,678,554,2785,1768,1757
FUN_000726,0,0,0,3,5,17
FUN_009208,0,0,0,0,0,0
FUN_016783,1760,2283,1904,1649,1384,151
FUN_014203,18,18,17,54,46,0
FUN_010108,102,103,154,133,110,8
FUN_010109,768,926,1393,1031,931,326
FUN_015464,18,8,18,6,10,225
FUN_015465,2472,2232,3034,2737,2501,1230
FUN_010106,220,208,307,321,232,105
FUN_010107,534,649,976,648,601,172
FUN_010100,551,574,818,547,531,62
FUN_015461,2,0,0,0,3,5
FUN_010102,0,0,0,0,0,0
FUN_015463,170,141,175,161,112,263
FUN_008279,314,253,276,213,155,758
FUN_008278,69,33,66,44,47,48
FUN_014506,1,2,7,5,5,0
FUN_008273,37,20,53,129,55,9
FUN_008272,306,225,304,288,241,32
FUN_008271,20,12,29,15,10,9
FUN_008270,45,120,82,142,53,4
FUN_008277,55,99,58,61,21,422
FUN_008276,343,261,284,469,174,108
FUN_008275,17,11,7,35,9,17
FUN_008274,455,364,579,399,404,32
FUN_015498,233,145,337,269,291,247
FUN_004769,0,0,0,0,0,0
FUN_004768,0,0,0,0,0,0
FUN_009908,19,0,6,2,0,0
FUN_009909,765,656,732,837,591,183
FUN_010243,0,0,0,0,0,0
FUN_010242,0,0,0,0,0,0
FUN_009900,503,454,526,440,474,126
FUN_010240,0,0,0,0,0,0
FUN_009906,0,0,0,1,0,0
FUN_010246,0,0,0,0,1,0
FUN_004767,0,0,0,0,0,0
FUN_009905,45,62,58,89,91,27
FUN_000602,1528,1419,2379,1627,1651,166
FUN_007940,473,550,637,373,448,16
FUN_007941,304,261,259,333,330,10
FUN_007942,203,261,139,177,304,134
FUN_007943,326,285,269,212,331,122
FUN_007944,30,40,31,20,36,0
FUN_007945,579,408,552,309,394,0
FUN_007946,278,221,277,175,381,27
FUN_007947,691,676,902,483,506,91
FUN_007948,386,299,537,248,410,83
FUN_007949,233,290,362,306,487,108
FUN_008055,463,644,822,814,822,2041
FUN_008054,1147,909,1591,1246,1180,107
FUN_008053,787,844,1266,850,749,46
FUN_008052,96,122,228,156,103,104
FUN_008051,2,3,3,6,4,2
FUN_008050,15,11,13,32,26,29
FUN_005588,0,0,0,0,0,0
FUN_003081,12,23,17,15,20,0
FUN_003080,847,1282,1453,1169,1222,150
FUN_003083,4,0,0,9,6,0
FUN_003082,20,9,17,10,9,0
FUN_015059,553,197,442,167,198,8
FUN_003084,12,5,9,12,30,0
FUN_003087,52,58,70,114,49,0
FUN_003086,268,312,406,266,367,88
FUN_003089,15,12,13,17,14,0
FUN_015054,19,15,19,25,21,8
FUN_015057,484,224,413,269,327,39
FUN_015056,522,939,1123,978,866,151
FUN_015051,382,372,536,363,374,33
FUN_009125,377,222,412,222,344,1
FUN_015053,8430,5871,9774,7145,10323,1866
FUN_015052,1274,1177,1665,1455,1331,46
FUN_012188,0,0,0,0,0,0
FUN_006805,219,431,384,380,320,9
FUN_007143,0,0,0,0,0,0
FUN_005628,252,409,401,450,507,21
FUN_014206,17,12,6,11,20,0
FUN_015313,0,0,0,0,0,0
FUN_011369,76,86,74,57,88,5
FUN_011368,15,14,35,41,91,0
FUN_013963,803,1069,1412,1428,1269,306
FUN_015316,0,0,0,0,0,0
FUN_016789,331,364,443,424,463,49
FUN_007467,210,193,223,337,249,22
FUN_015317,45,72,56,76,20,154
FUN_017144,9,8,7,26,15,0
FUN_014205,299,400,458,327,351,110
FUN_009127,369,248,370,1000,707,44
FUN_011198,115,69,60,75,77,12
FUN_011199,34,17,22,24,17,8
FUN_002688,8,6,10,9,5,5
FUN_002689,223,361,213,1578,720,1663
FUN_011190,16,6,10,11,16,7
FUN_011191,19,19,36,43,63,3
FUN_002686,183,222,162,252,452,879
FUN_011193,0,0,0,0,0,0
FUN_002680,0,0,0,16,6,0
FUN_002681,2,2,3,15,0,0
FUN_011196,1528,978,1070,1423,1880,746
FUN_011197,0,0,3,0,0,0
FUN_014908,321,429,1221,2601,1127,15
FUN_014909,6,6,7,13,11,0
FUN_014900,3,6,0,2,5,17
FUN_014901,0,0,0,0,0,0
FUN_014902,21,10,18,11,8,0
FUN_014903,4287,5244,13436,12077,11300,1226
FUN_014904,4186,3105,3495,3608,3760,1024
FUN_014905,650,836,939,945,947,85
FUN_014906,1415,1590,1675,1985,1823,46
FUN_014907,193,180,310,981,314,77
